Song,Album,Genres,Year,Rank
Perfect,Made In The A.M. (Deluxe Edition),"['pop', 'post-teen pop', 'talent show', 'boy band']",2016,100
Shape of You,÷ (Deluxe),"['pop', 'uk pop']",2017,1
Despacito,VIDA,"['puerto rican pop', 'urbano latino', 'latin hip hop', 'trap latino', 'latin pop', 'reggaeton']",2017,2
That's What I Like,24K Magic,"['pop', 'dance pop']",2017,3
HUMBLE.,DAMN.,"['conscious hip hop', 'rap', 'west coast rap', 'hip hop']",2017,4
Something Just Like This,Something Just Like This,"['pop', 'permanent wave', 'electropop', 'tropical house']",2017,5
Bad and Boujee (feat. Lil Uzi Vert),Culture,"['melodic rap', 'rage rap', 'trap', 'atl hip hop', 'rap', 'hip hop', 'philly rap']",2017,6
"Closer ( Originally Performed by The Chainsmokers , Halsey ) - Karaoke Version",International Hits 2017 Vol. 4,['fake'],2017,7
Body Like A Back Road,SOUTHSIDE,"['contemporary country', 'country pop', 'country']",2017,8
Believer,Evolve,"['pop', 'rock', 'modern rock']",2017,9
Congratulations,Stoney (Deluxe),"['melodic rap', 'trap', 'atl hip hop', 'rap', 'pop', 'dfw rap']",2017,10
Say You Won't Let Go,Back from the Edge,"['pop', 'talent show', 'uk pop']",2017,11
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Grateful,"['pop', 'melodic rap', 'chicago rap', 'new orleans rap', 'hip hop', 'trap', 'conscious hip hop', 'canadian pop', 'rap', 'atl hip hop', 'miami hip hop', 'pop rap']",2017,12
XO Tour Llif3,Luv Is Rage 2,"['rage rap', 'melodic rap', 'philly rap', 'rap']",2017,13
Mask Off,FUTURE,"['southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop']",2017,14
Unforgettable,Jungle Rules,"['melodic rap', 'southern hip hop', 'trap', 'rap', 'hip hop', 'pop rap']",2017,15
24K Magic,24K Magic,"['pop', 'dance pop']",2017,16
Stay,Stay,"['pop dance', 'edm', 'complextro', 'canadian pop', 'canadian contemporary r&b', 'pop', 'german techno']",2017,17
Wild Thoughts (feat. Rihanna & Bryson Tiller),Grateful,"['pop', 'hip hop', 'barbadian pop', 'urban contemporary', 'rap', 'miami hip hop', 'pop rap', 'r&b', 'kentucky hip hop']",2017,18
Black Beatles,SremmLife 2 (Deluxe),"['melodic rap', 'dirty south rap', 'southern hip hop', 'hip hop', 'trap', 'atl hip hop', 'rap', 'mississippi hip hop']",2017,19
Starboy,Starboy,"['rock', 'filter house', 'canadian pop', 'electro', 'canadian contemporary r&b', 'pop']",2017,20
Location,American Teen,"['pop', 'pop r&b']",2017,21
Attention,Voicenotes,"['viral pop', 'pop']",2017,22
There's Nothing Holdin' Me Back,Illuminate (Deluxe),"['viral pop', 'pop', 'canadian pop']",2017,23
Bodak Yellow,Invasion of Privacy,"['pop', 'rap']",2017,24
Redbone,"""Awaken, My Love!""","['atl hip hop', 'rap', 'hip hop']",2017,25
iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),"['melodic rap', 'trap', 'atl hip hop', 'rap', 'viral trap', 'indie pop rap', 'pop rap', 'deep underground hip hop']",2017,28
Issues,Nervous System,['pop'],2017,29
Scars To Your Beautiful,Know-It-All,"['pop', 'canadian pop', 'canadian contemporary r&b']",2017,30
1-800-273-8255,Everybody,"['pop', 'dmv rap', 'canadian contemporary r&b', 'conscious hip hop', 'canadian pop', 'rap', 'pop r&b', 'hip hop', 'pop rap']",2017,31
Slow Hands,Flicker (Deluxe),['pop'],2017,32
Love On The Brain,ANTI (Deluxe),"['pop', 'barbadian pop', 'urban contemporary']",2017,33
I Feel It Coming,Starboy,"['rock', 'filter house', 'canadian pop', 'electro', 'canadian contemporary r&b', 'pop']",2017,34
Bounce Back,I Decided.,"['southern hip hop', 'detroit hip hop', 'trap', 'rap', 'hip hop', 'pop rap', 'r&b']",2017,35
Strip That Down (feat. Quavo),LP1,"['melodic rap', 'trap', 'atl hip hop', 'rap', 'pop']",2017,36
Fake Love,More Life,"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2017,37
Look What You Made Me Do,reputation,['pop'],2017,39
Castle on the Hill,÷ (Deluxe),"['pop', 'uk pop']",2017,40
Paris,Memories...Do Not Open,"['pop', 'electropop', 'tropical house']",2017,42
Side To Side,Dangerous Woman,"['pop', 'queens hip hop', 'rap', 'hip pop']",2017,43
Rockabye (feat. Sean Paul & Anne-Marie),What Is Love? (Deluxe Edition),"['dancehall', 'uk dance', 'dance pop', 'pop rap', 'uk funky', 'pop']",2017,44
Feel It Still,Woodstock,"['indie rock', 'modern rock', 'indietronica', 'modern alternative rock']",2017,45
Let Me Love You,Encore,"['pop dance', 'edm', 'canadian pop', 'pop', 'electronic trap']",2017,46
Sorry Not Sorry,Tell Me You Love Me,"['pop', 'post-teen pop']",2017,47
Bank Account,Issa Album,"['trap', 'atl hip hop', 'rap', 'hip hop']",2017,48
Mi Gente,Vibras,"['reggaeton colombiano', 'urbano latino', 'francoton', 'trap latino', 'reggaeton']",2017,50
Thunder,Evolve,"['pop', 'rock', 'modern rock']",2017,51
T-Shirt,Culture,"['trap', 'atl hip hop', 'rap', 'hip hop']",2017,52
Rake It Up (feat. Nicki Minaj),I Still Am,"['hip pop', 'dirty south rap', 'southern hip hop', 'queens hip hop', 'trap', 'gangster rap', 'rap', 'tennessee hip hop', 'memphis hip hop', 'pop']",2017,53
Mercy,Illuminate (Deluxe),"['viral pop', 'pop', 'canadian pop']",2017,54
Tunnel Vision,Painting Pictures,"['florida rap', 'florida drill', 'melodic rap', 'trap', 'rap', 'miami hip hop', 'trap latino']",2017,55
In Case You Didn't Know,Brett Young,"['country road', 'contemporary country', 'country']",2017,57
Heathens,Heathens,"['pop', 'rock', 'modern rock', 'pov: indie']",2017,58
Now Or Never,hopeless fountain kingdom (Deluxe),"['pop', 'indie poptimism', 'electropop', 'etherpop']",2017,59
Caroline,Good For You,"['pop rap', 'underground hip hop', 'rap', 'portland hip hop']",2017,60
Rolex,Rolex,"['viral trap', 'trap']",2017,61
DNA.,DAMN.,"['conscious hip hop', 'rap', 'west coast rap', 'hip hop']",2017,62
Juju on That Beat (TZ Anthem) - DJ Taj and DJ Flex Remix; Challenge Version,This Is A Challenge,['viral trap'],2017,63
Swang,SremmLife 2 (Deluxe),"['melodic rap', 'trap', 'rap', 'mississippi hip hop']",2017,64
Passionfruit,More Life,"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2017,65
Loyalty Before Royalty,A Love Letter To You 3,"['melodic rap', 'rap']",2017,66
Praying,Rainbow,"['pop', 'dance pop']",2017,67
goosebumps,Birds In The Trap Sing McKnight,"['slap house', 'rap', 'hip hop']",2017,68
Cold (feat. Future),Red Pill Blues (Deluxe),"['southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop', 'pop']",2017,69
Broccoli,Big Baby DRAM,"['melodic rap', 'virginia hip hop', 'trap', 'atl hip hop', 'underground hip hop', 'rap', 'viral trap']",2017,70
What Ifs (feat. Lauren Alaina),Kane Brown,"['country dawn', 'contemporary country', 'black americana', 'country road', 'country']",2017,72
Chained To The Rhythm,Witness (Deluxe),"['modern reggae', 'pop']",2017,73
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,"['electro house', 'dance pop', 'house', 'uk dance', 'southern hip hop', 'edm', 'detroit hip hop', 'trap', 'progressive house', 'pop rap', 'rap', 'hip hop', 'pop', 'r&b']",2017,74
All Time Low,The Human Condition,['indie pop rap'],2017,75
Hurricane,This One's for You,"['contemporary country', 'country']",2017,76
Too Good At Goodbyes,The Thrill Of It All (Special Edition),"['pop', 'uk pop']",2017,77
Young Dumb & Broke,American Teen,"['pop', 'pop r&b']",2017,78
Magnolia,Playboi Carti,"['pluggnb', 'rage rap', 'plugg', 'atl hip hop', 'rap']",2017,79
Love Galore (feat. Travis Scott),Ctrl (Deluxe),"['rap', 'hip hop', 'slap house', 'pop', 'r&b']",2017,80
Drowning (feat. Kodak Black),The Bigger Artist,"['florida rap', 'melodic rap', 'florida drill', 'trap', 'rap', 'miami hip hop', 'trap latino']",2017,81
Starving,HIT SONGS ENGLISH VOL 15,"['pop dance', 'edm', 'complextro', 'pop', 'german techno']",2017,82
Both (feat. Drake),The Return of East Atlanta Santa,"['dirty south rap', 'southern hip hop', 'toronto rap', 'canadian hip hop', 'trap', 'atl hip hop', 'rap', 'canadian pop', 'hip hop']",2017,83
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),"['hip pop', 'dance pop', 'trap soul', 'southern hip hop', 'queens hip hop', 'trap', 'pop rap', 'rap', 'hip hop', 'pop', 'r&b']",2017,85
Slippery (feat. Gucci Mane),Culture,"['dirty south rap', 'southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop']",2017,86
Sign of the Times,Harry Styles,['pop'],2017,87
Water Under the Bridge,25,"['pop', 'british soul', 'pop soul', 'uk pop']",2017,88
Malibu,Younger Now,['pop'],2017,89
Down,ACT ONE,['electropop'],2017,90
No Promises (feat. Demi Lovato),No Promises (feat. Demi Lovato),"['pop', 'post-teen pop', 'pop dance', 'edm']",2017,91
Treat You Better,Illuminate,"['viral pop', 'pop', 'canadian pop']",2017,92
I Get the Bag (feat. Migos),Mr. Davis,"['dirty south rap', 'southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop']",2017,93
Small Town Boy,Current Mood,"['country road', 'contemporary country', 'modern country rock', 'country']",2017,94
Everyday We Lit (feat. PnB Rock),Long Live Nut,"['melodic rap', 'southern hip hop', 'trap', 'atl hip hop', 'arkansas hip hop', 'rap', 'memphis hip hop']",2017,95
Havana (feat. Young Thug),Camila,"['melodic rap', 'dance pop', 'trap', 'gangster rap', 'atl hip hop', 'atl trap', 'rap', 'pop']",2017,96
What Lovers Do (feat. SZA),Red Pill Blues (Deluxe),"['pop', 'r&b', 'rap']",2017,97
do re mi,digital druglord,"['pop', 'alt z']",2017,98
Look At Me!,Look At Me!,"['emo rap', 'miami hip hop']",2017,99
The Fighter,Ripcord,"['dance pop', 'country dawn', 'classic oklahoma country', 'contemporary country', 'australian country', 'country road', 'country', 'australian pop']",2017,100
God's Plan,Scorpion,"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2018,1
Perfect,÷ (Deluxe),"['pop', 'uk pop']",2018,2
Meant to Be (feat. Florida Georgia Line),All Your Fault: Pt. 2,"['dance pop', 'contemporary country', 'country pop', 'country road', 'pop', 'modern country rock', 'country']",2018,3
Havana (feat. Young Thug),Camila,"['melodic rap', 'dance pop', 'trap', 'gangster rap', 'atl hip hop', 'atl trap', 'rap', 'pop']",2018,4
Psycho (feat. Ty Dolla $ign),beerbongs & bentleys,"['melodic rap', 'trap soul', 'southern hip hop', 'trap', 'pop rap', 'rap', 'hip hop', 'pop', 'r&b', 'dfw rap']",2018,6
I Like It,Top Chart Hits from Yesterday & Today,"['reggaeton colombiano', 'urbano latino', 'rap', 'pop', 'trap latino', 'reggaeton']",2018,7
The Middle,The Middle,"['pop dance', 'edm', 'classic texas country', 'complextro', 'contemporary country', 'pop', 'german techno']",2018,8
In My Feelings,Scorpion,"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2018,9
Girls Like You (feat. Cardi B) - Cardi B Version,Red Pill Blues (Deluxe),"['pop', 'rap']",2018,10
Nice For What,Scorpion,"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2018,11
Lucid Dreams,Goodbye & Good Riddance,"['chicago rap', 'melodic rap', 'rap']",2018,12
Better Now,beerbongs & bentleys,"['pop', 'dfw rap', 'melodic rap', 'rap']",2018,13
Finesse - Remix; feat. Cardi B,Finesse (Remix) [feat. Cardi B],"['pop', 'dance pop', 'rap']",2018,14
Boo'd Up,READY,"['r&b', 'rap', 'uk contemporary r&b']",2018,15
New Rules,Dua Lipa (Deluxe),"['pop', 'dance pop', 'uk pop']",2018,16
SAD!,?,"['emo rap', 'miami hip hop']",2018,17
Never Be the Same,Camila,"['pop', 'dance pop']",2018,18
no tears left to cry,Sweetener,['pop'],2018,20
Mine,COSMIC,['pop'],2018,21
Thunder,Evolve,"['pop', 'rock', 'modern rock']",2018,22
Look Alive (feat. Drake),Simi,"['southern hip hop', 'toronto rap', 'canadian hip hop', 'trap', 'canadian pop', 'tennessee hip hop', 'rap', 'hip hop', 'memphis hip hop']",2018,23
Delicate,reputation,['pop'],2018,24
FRIENDS,FRIENDS,"['pop', 'progressive electro house', 'edm', 'brostep']",2018,26
Bad At Love,hopeless fountain kingdom (Deluxe),"['pop', 'indie poptimism', 'electropop', 'etherpop']",2018,27
Fantastic,Fantastic,"['pop rap', 'trap', 'rap', 'hip hop']",2018,28
Let You Down,Perception,"['pop rap', 'hip hop']",2018,29
No Limit,The Beautiful & Damned,"['pop', 'east coast hip hop', 'oakland hip hop', 'trap', 'rap', 'hip hop', 'indie pop rap', 'pop rap']",2018,30
FEFE,DUMMY BOY,"['hip pop', 'canadian trap', 'queens hip hop', 'canadian hip hop', 'rap', 'emo rap', 'pop']",2018,31
Tequila,Dan + Shay,"['country road', 'contemporary country', 'country']",2018,32
Feel It Still,Woodstock,"['indie rock', 'modern rock', 'indietronica', 'modern alternative rock']",2018,33
MotorSport,Culture II,"['hip pop', 'queens hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop', 'pop']",2018,34
I Like Me Better,I met you when I was 18. (the playlist),['pop'],2018,35
Youngblood,Youngblood (Deluxe),"['pop', 'boy band']",2018,36
Whatever It Takes,Evolve,"['pop', 'rock', 'modern rock']",2018,37
Rich Flex,Her Loss,"['toronto rap', 'canadian hip hop', 'trap', 'canadian pop', 'rap', 'atl hip hop', 'hip hop']",2018,38
I Fall Apart,Stoney (Deluxe),"['pop', 'dfw rap', 'melodic rap', 'rap']",2018,39
Pray For Me (with Kendrick Lamar),Black Panther The Album Music From And Inspired By,"['canadian contemporary r&b', 'conscious hip hop', 'canadian pop', 'rap', 'hip hop', 'pop', 'west coast rap']",2018,40
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Back To You (From 13 Reasons Why – Season 2 Soundtrack),"['pop', 'post-teen pop']",2018,41
SICKO MODE,ASTROWORLD,"['slap house', 'rap', 'hip hop']",2018,42
Walk It Talk It,Culture II,"['toronto rap', 'canadian hip hop', 'trap', 'atl hip hop', 'rap', 'canadian pop', 'hip hop']",2018,43
Gucci Gang,Lil Pump,"['pop rap', 'rap', 'emo rap', 'miami hip hop']",2018,44
Him & I (with Halsey),The Beautiful & Damned,"['pop', 'oakland hip hop', 'electropop', 'rap', 'indie pop rap', 'pop rap', 'indie poptimism', 'etherpop']",2018,45
In My Blood,Shawn Mendes,"['viral pop', 'pop', 'canadian pop']",2018,46
All The Stars (with SZA),Black Panther The Album Music From And Inspired By,"['conscious hip hop', 'rap', 'hip hop', 'pop', 'r&b', 'west coast rap']",2018,47
Stir Fry,Culture II,"['trap', 'atl hip hop', 'rap', 'hip hop']",2018,48
Too Good At Goodbyes,The Thrill Of It All (Special Edition),"['pop', 'uk pop']",2018,49
LOVE. FEAT. ZACARI.,DAMN.,"['conscious hip hop', 'rap', 'west coast rap', 'hip hop']",2018,50
This Is America,This Is America,"['atl hip hop', 'rap', 'hip hop']",2018,51
Nonstop,Scorpion,"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2018,52
Heaven,Kane Brown (Deluxe Edition),"['country road', 'contemporary country', 'country', 'black americana']",2018,53
Bodak Yellow,Invasion of Privacy,"['pop', 'rap']",2018,54
Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),"['comedy rap', 'rap', 'indie pop rap', 'pop rap', 'r&b']",2018,55
GUMMO,Day69: Graduation Day,['emo rap'],2018,56
Plug Walk,The World Is Yours,"['melodic rap', 'trap', 'plugg', 'atl hip hop', 'rap']",2018,57
Wait,Red Pill Blues (Deluxe),['pop'],2018,58
Be Careful,Invasion of Privacy,"['pop', 'rap']",2018,59
Wolves,Wolves,"['post-teen pop', 'edm', 'brostep', 'progressive electro house', 'pop']",2018,60
Bartier Cardi (feat. 21 Savage),Invasion of Privacy,"['trap', 'atl hip hop', 'rap', 'hip hop', 'pop']",2018,61
God is a woman,Sweetener,['pop'],2018,62
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",STAY DANGEROUS,"['pop', 'hip pop', 'southern hip hop', 'queens hip hop', 'detroit hip hop', 'cali rap', 'trap', 'atl hip hop', 'rap', 'hip hop', 'pop rap', 'r&b']",2018,63
Sorry Not Sorry,Tell Me You Love Me,"['pop', 'post-teen pop']",2018,64
How Long,Voicenotes,"['viral pop', 'pop']",2018,65
Lights Down Low,Hell's Kitchen Angel,['viral pop'],2018,66
Young Dumb & Broke,American Teen,"['pop', 'pop r&b']",2018,67
One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),"['electro house', 'dance pop', 'house', 'uk dance', 'edm', 'progressive house', 'pop', 'uk pop']",2018,68
Natural,Origins (Deluxe),"['pop', 'rock', 'modern rock']",2018,69
You Make It Easy,Rearview Town,"['country road', 'contemporary country', 'modern country rock', 'country']",2018,70
Shape of You,÷ (Deluxe),"['pop', 'uk pop']",2018,71
I Get the Bag (feat. Migos),Mr. Davis,"['dirty south rap', 'southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop']",2018,72
No Brainer,No Brainer,"['pop', 'melodic rap', 'chicago rap', 'hip hop', 'trap', 'conscious hip hop', 'canadian pop', 'rap', 'atl hip hop', 'miami hip hop', 'pop rap']",2018,73
Plain Jane REMIX (feat. Nicki Minaj),Plain Jane REMIX (feat. Nicki Minaj),"['pop', 'hip pop', 'southern hip hop', 'queens hip hop', 'trap', 'rap', 'hip hop', 'pop rap']",2018,74
Sky Walker (feat. Travis Scott),War & Leisure,"['slap house', 'r&b', 'rap', 'hip hop']",2018,75
Marry Me,Life Changes,"['country road', 'contemporary country', 'modern country rock', 'country']",2018,76
Eastside (with Halsey & Khalid),FRIENDS KEEP SECRETS,"['electropop', 'pop r&b', 'pop', 'indie poptimism', 'etherpop']",2018,77
Call Out My Name,"My Dear Melancholy,","['pop', 'canadian pop', 'canadian contemporary r&b']",2018,78
"King's Dead (with Kendrick Lamar, Future & James Blake)","King's Dead (with Kendrick Lamar, Future & James Blake)","['uk alternative pop', 'neo soul', 'southern hip hop', 'art pop', 'trap', 'indietronica', 'electronica', 'conscious hip hop', 'atl hip hop', 'rap', 'hip hop', 'indie soul', 'west coast rap']",2018,79
Happier - Slowed + Reverb,Happier (Slowed + Reverb),"['edm', 'brostep', 'progressive electro house', 'metropopolis', 'modern rock', 'pop']",2018,80
Te Boté - Remix,Te Boté (Remix),"['puerto rican pop', 'urbano latino', 'latin hip hop', 'reggaeton flow', 'trap latino', 'reggaeton']",2018,81
Simple,Can't Say I Ain't Country,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'country']",2018,82
Lemon - Edit,Lemon (Edit),"['virginia hip hop', 'barbadian pop', 'urban contemporary', 'hip hop', 'pop']",2018,83
1-800-273-8255,Everybody,"['pop', 'dmv rap', 'canadian contemporary r&b', 'conscious hip hop', 'canadian pop', 'rap', 'pop r&b', 'hip hop', 'pop rap']",2018,84
Say Something (feat. Chris Stapleton),Man of the Woods,"['pop', 'dance pop', 'outlaw country', 'contemporary country']",2018,85
Get Along,Songs for the Saints,"['country road', 'contemporary country', 'country']",2018,87
Moonlight,?,"['emo rap', 'miami hip hop']",2018,88
What Lovers Do (feat. SZA),Red Pill Blues (Deluxe),"['pop', 'r&b', 'rap']",2018,89
X (feat. Maluma & Ozuna) - Remix,X (feat. Maluma & Ozuna) [Remix],"['reggaeton colombiano', 'urbano latino', 'puerto rican pop', 'latin hip hop', 'trap latino', 'latin pop', 'reggaeton']",2018,90
Outside Today,Until Death Call My Name (Reloaded),"['rap', 'baton rouge rap']",2018,91
Trip,Ella Mai,"['r&b', 'rap', 'uk contemporary r&b']",2018,92
Dura,Dura,"['urbano latino', 'trap latino', 'latin hip hop', 'reggaeton']",2018,93
changes,?,"['emo rap', 'miami hip hop']",2018,94
Mercy,Brett Young,"['country road', 'contemporary country', 'country']",2018,95
One Number Away,This One's for You,"['contemporary country', 'country']",2018,96
Powerglide (feat. Juicy J) - From SR3MM,SR3MM,"['melodic rap', 'southern hip hop', 'crunk', 'trap', 'rap', 'mississippi hip hop', 'memphis hip hop', 'pop rap']",2018,97
IDGAF,Dua Lipa (Deluxe),"['pop', 'dance pop', 'uk pop']",2018,98
Mi Gente,Vibras,"['reggaeton colombiano', 'urbano latino', 'francoton', 'trap latino', 'reggaeton']",2018,99
Believer,Evolve,"['pop', 'rock', 'modern rock']",2018,100
Old Town Road - Remix,7 EP,"['lgbtq+ hip hop', 'country rock']",2019,1
Sunflower - Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),"['melodic rap', 'trap', 'rap', 'pop', 'dfw rap']",2019,2
Without Me,Manic,"['pop', 'indie poptimism', 'electropop', 'etherpop']",2019,3
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","['pop', 'electropop', 'art pop']",2019,4
Wow.,Hollywood's Bleeding,"['pop', 'dfw rap', 'melodic rap', 'rap']",2019,5
Happier - Slowed + Reverb,Happier (Slowed + Reverb),"['edm', 'brostep', 'progressive electro house', 'metropopolis', 'modern rock', 'pop']",2019,6
7 rings,"thank u, next",['pop'],2019,7
Talk (feat. Disclosure),Free Spirit,"['house', 'uk dance', 'edm', 'tropical house', 'pop r&b', 'pop', 'indietronica']",2019,8
SICKO MODE,ASTROWORLD,"['slap house', 'rap', 'hip hop']",2019,9
Sucker,Happiness Begins,"['pop', 'boy band']",2019,10
High Hopes,Pray for the Wicked,['pop'],2019,11
"thank u, next","thank u, next",['pop'],2019,12
Truth Hurts,Cuz I Love You (Super Deluxe),"['pop', 'escape room', 'trap queen', 'minnesota hip hop']",2019,13
Dancing With A Stranger,Un tecito y a mimir,"['pop', 'r&b', 'uk pop']",2019,14
Señorita,Soirée en couple,"['viral pop', 'pop', 'dance pop', 'canadian pop']",2019,15
I Don’t Care,Summer Sunshine Hits,"['pop', 'canadian pop', 'uk pop']",2019,16
Eastside (with Halsey & Khalid),FRIENDS KEEP SECRETS,"['electropop', 'pop r&b', 'pop', 'indie poptimism', 'etherpop']",2019,17
Going Bad (feat. Drake),Championships,"['southern hip hop', 'toronto rap', 'canadian hip hop', 'trap', 'pop rap', 'canadian pop', 'rap', 'hip hop', 'philly rap']",2019,18
Shallow,A Star Is Born Soundtrack,"['hollywood', 'pop', 'dance pop', 'art pop']",2019,19
Better,Suncity,"['pop', 'pop r&b']",2019,20
No Guidance (feat. Drake),Indigo,"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop', 'r&b']",2019,21
Girls Like You (feat. Cardi B) - Cardi B Version,Red Pill Blues (Deluxe),"['pop', 'rap']",2019,22
Sweet but Psycho,Heaven & Hell,['pop'],2019,23
Suge,Baby On Baby,"['north carolina hip hop', 'rap', 'hip hop']",2019,24
MIDDLE CHILD,MIDDLE CHILD,"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']",2019,25
Drip Too Hard (Lil Baby & Gunna),Drip Harder,"['melodic rap', 'trap', 'atl hip hop', 'atl trap', 'rap']",2019,26
Someone You Loved,Divinely Uninspired To A Hellish Extent,"['pop', 'uk pop']",2019,27
Ransom,We Love You Tecca,"['pluggnb', 'melodic rap', 'rap']",2019,28
If I Can't Have You,Shawn Mendes (Deluxe),"['viral pop', 'pop', 'canadian pop']",2019,29
Goodbyes (feat. Young Thug),Hollywood's Bleeding,"['melodic rap', 'trap', 'gangster rap', 'atl hip hop', 'rap', 'atl trap', 'pop', 'dfw rap']",2019,30
ZEZE (feat. Travis Scott & Offset),Dying to Live,"['florida rap', 'florida drill', 'melodic rap', 'hip hop', 'trap', 'atl hip hop', 'rap', 'miami hip hop', 'slap house', 'trap latino']",2019,31
Better Now,beerbongs & bentleys,"['pop', 'dfw rap', 'melodic rap', 'rap']",2019,32
Youngblood,Youngblood (Deluxe),"['pop', 'boy band']",2019,33
Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,"['dirty south rap', 'southern hip hop', 'toronto rap', 'canadian hip hop', 'trap', 'gangster rap', 'canadian pop', 'rap', 'hip hop']",2019,34
Speechless,Dan + Shay,"['country road', 'contemporary country', 'country']",2019,35
"break up with your girlfriend, i'm bored","thank u, next",['pop'],2019,36
Please Me,Rap & RnB,"['pop', 'dance pop', 'rap']",2019,37
Money,Money,"['pop', 'rap']",2019,38
You Need To Calm Down,Lover,['pop'],2019,39
Panini,Panini,['lgbtq+ hip hop'],2019,40
Look Back at It,Hoodie SZN,"['melodic rap', 'trap', 'rap']",2019,41
a lot,i am > i was,"['trap', 'atl hip hop', 'rap', 'hip hop']",2019,42
ME! (feat. Brendon Urie of Panic! At The Disco),Lover,['pop'],2019,43
Bad Girls,Matangi,"['neo-synthpop', 'escape room', 'new rave', 'indietronica']",2019,44
Pop Out (feat. Lil Tjay),Die A Legend,"['nyc rap', 'chicago rap', 'melodic rap', 'rap', 'brooklyn drill']",2019,45
Beautiful Crazy,This One's for You Too (Deluxe Edition),"['contemporary country', 'country']",2019,46
Thotiana,Famous Cryp,"['cali rap', 'rap']",2019,47
Lucid Dreams,Goodbye & Good Riddance,"['chicago rap', 'melodic rap', 'rap']",2019,48
Mo Bamba,MUDBOY,"['pop rap', 'trap', 'rap']",2019,49
Beautiful People (feat. Khalid),No.6 Collaborations Project,"['pop', 'pop r&b', 'uk pop']",2019,50
Wake up In the Sky,Nights Like This - Chilled R'n'B & Rap,"['florida rap', 'florida drill', 'dirty south rap', 'dance pop', 'southern hip hop', 'melodic rap', 'miami hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop', 'pop', 'trap latino']",2019,51
Whiskey Glasses,If I Know Me,['contemporary country'],2019,52
God's Country,God's Country,"['country road', 'classic oklahoma country', 'contemporary country', 'country']",2019,53
Be Alright,Be Alright,['australian pop'],2019,54
Pure Water,GANG GANG - HIP HOP & RAP,"['southern hip hop', 'trap', 'cali rap', 'atl hip hop', 'rap', 'hip hop', 'pop rap']",2019,55
The Git Up,Honeysuckle & Lightning Bugs,"['country rap', 'black americana']",2019,56
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Carte Blanche,"['pop dance', 'puerto rican pop', 'urbano latino', 'post-teen pop', 'edm', 'rap', 'pop', 'trap latino', 'electronic trap', 'reggaeton']",2019,57
Close To Me (with Diplo) (feat. Swae Lee),Close To Me (feat. Swae Lee),"['electro house', 'pop dance', 'melodic rap', 'moombahton', 'edm', 'trap', 'metropopolis', 'tropical house', 'rap', 'pop', 'indietronica', 'uk pop']",2019,58
Envy Me,Wildboy,"['chicago rap', 'melodic rap']",2019,59
You Say,Look Up Child,"['christian alternative rock', 'christian music', 'ccm']",2019,60
"Hey Look Ma, I Made It",Pray for the Wicked,['pop'],2019,61
Circles,Hollywood's Bleeding,"['pop', 'dfw rap', 'melodic rap', 'rap']",2019,62
Beer Never Broke My Heart,What You See Is What You Get,"['contemporary country', 'country']",2019,63
The London (feat. J. Cole & Travis Scott),The London (feat. J. Cole & Travis Scott),"['melodic rap', 'trap', 'gangster rap', 'north carolina hip hop', 'conscious hip hop', 'atl hip hop', 'atl trap', 'rap', 'hip hop', 'slap house']",2019,64
Con Calma,Con Calma,"['urbano latino', 'latin hip hop', 'canadian old school hip hop', 'reggae fusion', 'trap latino', 'reggaeton']",2019,65
Murder On My Mind,I AM YOU,"['melodic rap', 'rap']",2019,66
